YEAR,Question,Answer,Percentage,Num_Answers
2000.0,ABANY,1.0,40.68767908309456,1396
2000.0,ABANY,2.0,59.31232091690545,1396
2000.0,ABDEFECT,1.0,80.78291814946618,1405
2000.0,ABDEFECT,2.0,19.217081850533805,1405
2000.0,ABHLTH,1.0,90.0355871886121,1405
2000.0,ABHLTH,2.0,9.9644128113879,1405
2000.0,ABNOMORE,1.0,41.88218390804598,1392
2000.0,ABNOMORE,2.0,58.11781609195402,1392
2000.0,ABPOOR,1.0,43.13304721030043,1398
2000.0,ABPOOR,2.0,56.866952789699575,1398
2000.0,ABRAPE,1.0,82.38267148014441,1385
2000.0,ABRAPE,2.0,17.617328519855597,1385
2000.0,ABSINGLE,1.0,41.386704789135095,1399
2000.0,ABSINGLE,2.0,58.613295210864905,1399
2000.0,AFFRMACT,1.0,7.048458149779736,1362
2000.0,AFFRMACT,2.0,6.31424375917768,1362
2000.0,AFFRMACT,3.0,28.928046989721,1362
2000.0,AFFRMACT,4.0,57.70925110132159,1362
2000.0,AGED,1.0,50.33647375504711,1486
2000.0,AGED,2.0,33.04172274562584,1486
2000.0,AGED,3.0,16.621803499327054,1486
2000.0,AMPROGRN,1.0,11.254396248534585,853
2000.0,AMPROGRN,2.0,41.73505275498242,853
2000.0,AMPROGRN,3.0,47.010550996483005,853
2000.0,ANTESTS,1.0,11.025358324145534,907
2000.0,ANTESTS,2.0,47.85005512679162,907
2000.0,ANTESTS,3.0,17.199558985667036,907
2000.0,ANTESTS,4.0,15.545755237045205,907
2000.0,ANTESTS,5.0,8.379272326350605,907
2000.0,ASKCOMP,1.0,78.93258426966293,1068
2000.0,ASKCOMP,2.0,16.573033707865168,1068
2000.0,ASKCOMP,3.0,2.153558052434457,1068
2000.0,ASKCOMP,4.0,2.3408239700374533,1068
2000.0,ASKCRIME,1.0,88.10408921933085,1076
2000.0,ASKCRIME,2.0,10.687732342007434,1076
2000.0,ASKCRIME,3.0,0.6505576208178439,1076
2000.0,ASKCRIME,4.0,0.5576208178438662,1076
2000.0,ASKDRINK,1.0,64.43825441039925,1077
2000.0,ASKDRINK,2.0,26.648096564531105,1077
2000.0,ASKDRINK,3.0,6.128133704735376,1077
2000.0,ASKDRINK,4.0,2.785515320334262,1077
2000.0,ASKDRUGS,1.0,83.11688311688312,1078
2000.0,ASKDRUGS,2.0,13.821892393320963,1078
2000.0,ASKDRUGS,3.0,2.0408163265306123,1078
2000.0,ASKDRUGS,4.0,1.020408163265306,1078
2000.0,ASKFINAN,1.0,51.25581395348837,1075
2000.0,ASKFINAN,2.0,29.023255813953487,1075
2000.0,ASKFINAN,3.0,10.511627906976743,1075
2000.0,ASKFINAN,4.0,9.209302325581396,1075
2000.0,ASKFORGN,1.0,51.16495806150979,1073
2000.0,ASKFORGN,2.0,28.33178005591799,1073
2000.0,ASKFORGN,3.0,13.140726933830384,1073
2000.0,ASKFORGN,4.0,7.362534948741846,1073
2000.0,ASKFRBIZ,1.0,63.86792452830189,1060
2000.0,ASKFRBIZ,2.0,28.0188679245283,1060
2000.0,ASKFRBIZ,3.0,5.754716981132075,1060
2000.0,ASKFRBIZ,4.0,2.358490566037736,1060
2000.0,ASKFRTRV,1.0,54.68164794007491,1068
2000.0,ASKFRTRV,2.0,30.337078651685395,1068
2000.0,ASKFRTRV,3.0,9.45692883895131,1068
2000.0,ASKFRTRV,4.0,5.52434456928839,1068
2000.0,ASKMENTL,1.0,75.65055762081785,1076
2000.0,ASKMENTL,2.0,19.888475836431223,1076
2000.0,ASKMENTL,3.0,3.1598513011152414,1076
2000.0,ASKMENTL,4.0,1.3011152416356877,1076
2000.0,ASKSEXOR,1.0,28.77225866916589,1067
2000.0,ASKSEXOR,2.0,17.05716963448922,1067
2000.0,ASKSEXOR,3.0,26.804123711340207,1067
2000.0,ASKSEXOR,4.0,27.366447985004687,1067
2000.0,ASNCHNG,1.0,19.627085377821395,1019
2000.0,ASNCHNG,2.0,49.656526005888125,1019
2000.0,ASNCHNG,3.0,26.987242394504417,1019
2000.0,ASNCHNG,4.0,3.23846908734053,1019
2000.0,ASNCHNG,5.0,0.4906771344455348,1019
2000.0,BIBLE,1.0,31.468926553672315,1770
2000.0,BIBLE,2.0,50.84745762711864,1770
2000.0,BIBLE,3.0,16.836158192090394,1770
2000.0,BIBLE,4.0,0.847457627118644,1770
2000.0,BIZPEOP,1.0,15.345911949685537,795
2000.0,BIZPEOP,2.0,56.72955974842767,795
2000.0,BIZPEOP,3.0,27.92452830188679,795
2000.0,BLKCHNG,1.0,26.984126984126984,1071
2000.0,BLKCHNG,2.0,46.68534080298786,1071
2000.0,BLKCHNG,3.0,22.50233426704015,1071
2000.0,BLKCHNG,4.0,3.2679738562091507,1071
2000.0,BLKCHNG,5.0,0.5602240896358543,1071
2000.0,BLKCLS,1.0,55.34883720930232,860
2000.0,BLKCLS,2.0,44.65116279069768,860
2000.0,BLKCOM,1.0,60.88362068965517,928
2000.0,BLKCOM,2.0,39.116379310344826,928
2000.0,BLKREL,1.0,10.043196544276457,926
2000.0,BLKREL,2.0,89.95680345572354,926
2000.0,BLKSCHL,1.0,47.14131607335491,927
2000.0,BLKSCHL,2.0,52.85868392664509,927
2000.0,BLKSIMP,1.0,67.59457530335474,1401
2000.0,BLKSIMP,2.0,4.710920770877944,1401
2000.0,BLKSIMP,3.0,27.69450392576731,1401
2000.0,BORN,1.0,93.47826086956522,2208
2000.0,BORN,2.0,6.521739130434782,2208
2000.0,BUSDECID,1.0,10.512820512820513,780
2000.0,BUSDECID,2.0,89.48717948717949,780
2000.0,CAMWRK,1.0,19.252336448598133,1070
2000.0,CAMWRK,2.0,48.03738317757009,1070
2000.0,CAMWRK,3.0,15.14018691588785,1070
2000.0,CAMWRK,4.0,12.803738317757013,1070
2000.0,CAMWRK,5.0,4.766355140186916,1070
2000.0,CAPPUN,1.0,74.41975308641975,2025
2000.0,CAPPUN,2.0,25.580246913580247,2025
2000.0,CARSFAM,1.0,12.864864864864863,925
2000.0,CARSFAM,2.0,27.135135135135137,925
2000.0,CARSFAM,3.0,50.16216216216216,925
2000.0,CARSFAM,4.0,9.18918918918919,925
2000.0,CARSFAM,5.0,0.6486486486486486,925
2000.0,CARSGEN,1.0,18.015102481121897,927
2000.0,CARSGEN,2.0,28.58683926645092,927
2000.0,CARSGEN,3.0,47.03344120819849,927
2000.0,CARSGEN,4.0,5.93311758360302,927
2000.0,CARSGEN,5.0,0.4314994606256742,927
2000.0,CHARISMA,1.0,4.448938321536906,1978
2000.0,CHARISMA,2.0,95.55106167846309,1978
2000.0,CHEMGEN,1.0,17.363344051446948,933
2000.0,CHEMGEN,2.0,29.79635584137192,933
2000.0,CHEMGEN,3.0,45.12325830653805,933
2000.0,CHEMGEN,4.0,6.538049303322616,933
2000.0,CHEMGEN,5.0,1.1789924973204715,933
2000.0,CHKTRAVL,1.0,21.91909689557855,1063
2000.0,CHKTRAVL,2.0,45.24929444967074,1063
2000.0,CHKTRAVL,3.0,15.804327375352775,1063
2000.0,CHKTRAVL,4.0,14.581373471307622,1063
2000.0,CHKTRAVL,5.0,2.4459078080903107,1063
2000.0,CHOICE,1.0,43.888888888888886,1080
2000.0,CHOICE,2.0,28.425925925925927,1080
2000.0,CHOICE,3.0,21.11111111111111,1080
2000.0,CHOICE,4.0,4.537037037037037,1080
2000.0,CHOICE,5.0,1.1111111111111112,1080
2000.0,CHOICE,6.0,0.9259259259259258,1080
2000.0,CLASS,1.0,4.588823262153566,2201
2000.0,CLASS,2.0,42.526124488868696,2201
2000.0,CLASS,3.0,48.932303498409816,2201
2000.0,CLASS,4.0,3.952748750567924,2201
2000.0,CNTRLIFE,1.0,0.6463527239150507,1083
2000.0,CNTRLIFE,2.0,1.10803324099723,1083
2000.0,CNTRLIFE,3.0,1.8467220683287169,1083
2000.0,CNTRLIFE,4.0,18.19021237303786,1083
2000.0,CNTRLIFE,5.0,14.40443213296399,1083
2000.0,CNTRLIFE,6.0,30.932594644506,1083
2000.0,CNTRLIFE,7.0,32.87165281625116,1083
2000.0,COLATH,4.0,61.33428981348638,1394
2000.0,COLATH,5.0,38.66571018651363,1394
2000.0,COLCOM,4.0,37.8021978021978,1365
2000.0,COLCOM,5.0,62.1978021978022,1365
2000.0,COLHOMO,4.0,80.11363636363636,1408
2000.0,COLHOMO,5.0,19.88636363636364,1408
2000.0,COLMIL,4.0,52.83154121863799,1395
2000.0,COLMIL,5.0,47.168458781362006,1395
2000.0,COLRAC,4.0,50.60584461867427,1403
2000.0,COLRAC,5.0,49.39415538132573,1403
2000.0,COMDATA,1.0,0.6641366223908919,1054
2000.0,COMDATA,2.0,12.903225806451612,1054
2000.0,COMDATA,3.0,8.159392789373813,1054
2000.0,COMDATA,4.0,22.58064516129032,1054
2000.0,COMDATA,5.0,35.294117647058826,1054
2000.0,COMDATA,6.0,20.39848197343453,1054
2000.0,COMEMAIL,1.0,2.3969319271332696,1043
2000.0,COMEMAIL,2.0,17.066155321188877,1043
2000.0,COMEMAIL,3.0,12.943432406519657,1043
2000.0,COMEMAIL,4.0,25.119846596356663,1043
2000.0,COMEMAIL,5.0,25.503355704697988,1043
2000.0,COMEMAIL,6.0,16.970278044103548,1043
2000.0,COMPFIN,1.0,13.177570093457945,1070
2000.0,COMPFIN,2.0,31.58878504672897,1070
2000.0,COMPFIN,3.0,20.0,1070
2000.0,COMPFIN,4.0,28.69158878504673,1070
2000.0,COMPFIN,5.0,6.5420560747663545,1070
2000.0,COMPORN,1.0,30.248091603053435,1048
2000.0,COMPORN,2.0,40.17175572519084,1048
2000.0,COMPORN,3.0,9.541984732824428,1048
2000.0,COMPORN,4.0,9.541984732824428,1048
2000.0,COMPORN,5.0,5.7251908396946565,1048
2000.0,COMPORN,6.0,4.770992366412214,1048
2000.0,COMPREND,1.0,85.70114942528735,2175
2000.0,COMPREND,2.0,12.183908045977011,2175
2000.0,COMPREND,3.0,2.1149425287356323,2175
2000.0,COMSNOOP,1.0,12.857142857142856,1050
2000.0,COMSNOOP,2.0,31.142857142857142,1050
2000.0,COMSNOOP,3.0,21.333333333333336,1050
2000.0,COMSNOOP,4.0,19.428571428571427,1050
2000.0,COMSNOOP,5.0,11.428571428571429,1050
2000.0,COMSNOOP,6.0,3.8095238095238098,1050
2000.0,COMSTEAL,1.0,1.0486177311725453,1049
2000.0,COMSTEAL,2.0,12.297426120114396,1049
2000.0,COMSTEAL,3.0,8.388941849380362,1049
2000.0,COMSTEAL,4.0,24.880838894184937,1049
2000.0,COMSTEAL,5.0,33.0791229742612,1049
2000.0,COMSTEAL,6.0,20.30505243088656,1049
2000.0,COMSYS,1.0,1.6190476190476188,1050
2000.0,COMSYS,2.0,18.38095238095238,1050
2000.0,COMSYS,3.0,11.714285714285715,1050
2000.0,COMSYS,4.0,29.04761904761905,1050
2000.0,COMSYS,5.0,26.666666666666668,1050
2000.0,COMSYS,6.0,12.571428571428571,1050
2000.0,COMTYPE,1.0,15.122470713525027,939
2000.0,COMTYPE,2.0,24.8136315228967,939
2000.0,COMTYPE,3.0,42.81150159744409,939
2000.0,COMTYPE,4.0,4.685835995740149,939
2000.0,COMTYPE,5.0,12.566560170394036,939
2000.0,CONAGE,1.0,8.220720720720722,888
2000.0,CONAGE,2.0,32.65765765765766,888
2000.0,CONAGE,3.0,52.25225225225225,888
2000.0,CONAGE,4.0,6.86936936936937,888
2000.0,CONARMY,1.0,40.52197802197802,1456
2000.0,CONARMY,2.0,49.65659340659341,1456
2000.0,CONARMY,3.0,9.821428571428571,1456
2000.0,CONBUS,1.0,30.822391154111955,1447
2000.0,CONBUS,2.0,59.08776779543884,1447
2000.0,CONBUS,3.0,10.089841050449206,1447
2000.0,CONCLASS,1.0,4.243119266055047,872
2000.0,CONCLASS,2.0,19.8394495412844,872
2000.0,CONCLASS,3.0,66.39908256880734,872
2000.0,CONCLASS,4.0,9.51834862385321,872
2000.0,CONCLERG,1.0,27.89400278940028,1434
2000.0,CONCLERG,2.0,51.46443514644351,1434
2000.0,CONCLERG,3.0,20.641562064156208,1434
2000.0,CONDOM,1.0,19.327251995439,1754
2000.0,CONDOM,2.0,80.672748004561,1754
2000.0,CONEDUC,1.0,24.663978494623656,1488
2000.0,CONEDUC,2.0,58.534946236559136,1488
2000.0,CONEDUC,3.0,16.801075268817204,1488
2000.0,CONFED,1.0,12.04152249134948,1445
2000.0,CONFED,2.0,50.79584775086505,1445
2000.0,CONFED,3.0,37.16262975778547,1445
2000.0,CONFINAN,1.0,31.02511880515954,1473
2000.0,CONFINAN,2.0,54.8540393754243,1473
2000.0,CONFINAN,3.0,14.120841819416158,1473
2000.0,CONJUDGE,1.0,33.87210119465917,1423
2000.0,CONJUDGE,2.0,53.056921995783554,1423
2000.0,CONJUDGE,3.0,13.070976809557273,1423
2000.0,CONLABOR,1.0,12.82991202346041,1364
2000.0,CONLABOR,2.0,56.08504398826979,1364
2000.0,CONLABOR,3.0,31.0850439882698,1364
2000.0,CONLEGIS,1.0,11.426592797783934,1444
2000.0,CONLEGIS,2.0,57.825484764542935,1444
2000.0,CONLEGIS,3.0,30.74792243767313,1444
2000.0,CONMEDIC,1.0,44.07008086253369,1484
2000.0,CONMEDIC,2.0,45.75471698113208,1484
2000.0,CONMEDIC,3.0,10.175202156334231,1484
2000.0,CONPRESS,1.0,10.136054421768709,1470
2000.0,CONPRESS,2.0,47.55102040816326,1470
2000.0,CONPRESS,3.0,42.31292517006803,1470
2000.0,CONSCI,1.0,47.13876967095851,1398
2000.0,CONSCI,2.0,46.28040057224607,1398
2000.0,CONSCI,3.0,6.580829756795422,1398
2000.0,CONSOC,1.0,27.60595647193585,873
2000.0,CONSOC,2.0,44.1008018327606,873
2000.0,CONSOC,3.0,25.658648339060708,873
2000.0,CONSOC,4.0,2.6345933562428407,873
2000.0,CONTBLK,1.0,6.110572259941804,1031
2000.0,CONTBLK,2.0,42.483026188166825,1031
2000.0,CONTBLK,3.0,39.57322987390883,1031
2000.0,CONTBLK,4.0,11.83317167798254,1031
2000.0,CONTCHN,1.0,7.569721115537849,1004
2000.0,CONTCHN,2.0,34.9601593625498,1004
2000.0,CONTCHN,3.0,44.820717131474105,1004
2000.0,CONTCHN,4.0,12.649402390438247,1004
2000.0,CONTCUBA,1.0,2.2892819979188346,961
2000.0,CONTCUBA,2.0,15.71279916753382,961
2000.0,CONTCUBA,3.0,42.14360041623309,961
2000.0,CONTCUBA,4.0,39.85431841831426,961
2000.0,CONTENG,1.0,32.39573229873909,1031
2000.0,CONTENG,2.0,46.9447138700291,1031
2000.0,CONTENG,3.0,18.525703200775943,1031
2000.0,CONTENG,4.0,2.133850630455868,1031
2000.0,CONTIRSH,1.0,9.387351778656129,1012
2000.0,CONTIRSH,2.0,47.233201581027664,1012
2000.0,CONTIRSH,3.0,38.14229249011858,1012
2000.0,CONTIRSH,4.0,5.237154150197629,1012
2000.0,CONTITL,1.0,8.217821782178218,1010
2000.0,CONTITL,2.0,48.11881188118812,1010
2000.0,CONTITL,3.0,39.6039603960396,1010
2000.0,CONTITL,4.0,4.05940594059406,1010
2000.0,CONTJEW,1.0,11.52304609218437,998
2000.0,CONTJEW,2.0,49.69939879759519,998
2000.0,CONTJEW,3.0,34.46893787575151,998
2000.0,CONTJEW,4.0,4.308617234468938,998
2000.0,CONTJPN,1.0,8.19838056680162,988
2000.0,CONTJPN,2.0,37.34817813765182,988
2000.0,CONTJPN,3.0,40.48582995951417,988
2000.0,CONTJPN,4.0,13.96761133603239,988
2000.0,CONTMEX,1.0,3.618090452261306,995
2000.0,CONTMEX,2.0,26.83417085427136,995
2000.0,CONTMEX,3.0,46.83417085427136,995
2000.0,CONTMEX,4.0,22.71356783919598,995
2000.0,CONTMSLM,1.0,2.7303754266211606,879
2000.0,CONTMSLM,2.0,16.95108077360637,879
2000.0,CONTMSLM,3.0,43.11717861205916,879
2000.0,CONTMSLM,4.0,37.20136518771331,879
2000.0,CONTPR,1.0,2.7139874739039667,958
2000.0,CONTPR,2.0,18.47599164926931,958
2000.0,CONTPR,3.0,48.53862212943633,958
2000.0,CONTPR,4.0,30.2713987473904,958
2000.0,CONTV,1.0,8.536585365853659,1476
2000.0,CONTV,2.0,47.15447154471545,1476
2000.0,CONTV,3.0,44.3089430894309,1476
2000.0,CONTVN,1.0,2.502606882168926,959
2000.0,CONTVN,2.0,18.143899895724715,959
2000.0,CONTVN,3.0,46.089676746611055,959
2000.0,CONTVN,4.0,33.263816475495304,959
2000.0,CONUNION,1.0,11.604095563139932,879
2000.0,CONUNION,2.0,42.54835039817975,879
2000.0,CONUNION,3.0,43.344709897610926,879
2000.0,CONUNION,4.0,2.502844141069397,879
2000.0,CONWLTH,1.0,12.06896551724138,870
2000.0,CONWLTH,2.0,43.333333333333336,870
2000.0,CONWLTH,3.0,41.72413793103448,870
2000.0,CONWLTH,4.0,2.8735632183908044,870
2000.0,COOP,1.0,73.63092498849517,2173
2000.0,COOP,2.0,21.99723884031293,2173
2000.0,COOP,3.0,4.049700874367234,2173
2000.0,COOP,4.0,0.3221352968246663,2173
2000.0,CORRUPT,1.0,3.630705394190872,964
