YEAR,Question,Answer,Percentage,Num_Answers
2000.0,ABANY,1.0,30.52391799544419,439
2000.0,ABANY,2.0,69.4760820045558,439
2000.0,ABDEFECT,1.0,70.93821510297484,437
2000.0,ABDEFECT,2.0,29.061784897025174,437
2000.0,ABHLTH,1.0,85.94104308390023,441
2000.0,ABHLTH,2.0,14.058956916099774,441
2000.0,ABNOMORE,1.0,29.753914988814316,447
2000.0,ABNOMORE,2.0,70.24608501118567,447
2000.0,ABPOOR,1.0,30.76923076923077,442
2000.0,ABPOOR,2.0,69.23076923076923,442
2000.0,ABRAPE,1.0,74.88372093023256,430
2000.0,ABRAPE,2.0,25.116279069767444,430
2000.0,ABSINGLE,1.0,30.316742081447963,442
2000.0,ABSINGLE,2.0,69.68325791855203,442
2000.0,ADULTS,1.0,26.14942528735632,696
2000.0,ADULTS,2.0,61.92528735632183,696
2000.0,ADULTS,3.0,8.764367816091955,696
2000.0,ADULTS,4.0,2.442528735632184,696
2000.0,ADULTS,5.0,0.5747126436781609,696
2000.0,ADULTS,6.0,0.14367816091954022,696
2000.0,AFFRMACT,1.0,6.526806526806526,429
2000.0,AFFRMACT,2.0,4.428904428904429,429
2000.0,AFFRMACT,3.0,25.874125874125873,429
2000.0,AFFRMACT,4.0,63.17016317016317,429
2000.0,AGE,1.0,46.06299212598425,508
2000.0,AGE,2.0,28.543307086614174,508
2000.0,AGE,3.0,25.393700787401574,508
2000.0,AGED,1.0,53.01455301455301,481
2000.0,AGED,2.0,33.471933471933475,481
2000.0,AGED,3.0,13.513513513513514,481
2000.0,AMPROGRN,1.0,16.319444444444446,288
2000.0,AMPROGRN,2.0,45.48611111111111,288
2000.0,AMPROGRN,3.0,38.19444444444444,288
2000.0,ANTESTS,1.0,17.532467532467532,308
2000.0,ANTESTS,2.0,46.75324675324675,308
2000.0,ANTESTS,3.0,14.935064935064934,308
2000.0,ANTESTS,4.0,15.259740259740258,308
2000.0,ANTESTS,5.0,5.51948051948052,308
2000.0,ASKCOMP,1.0,80.22598870056498,354
2000.0,ASKCOMP,2.0,15.53672316384181,354
2000.0,ASKCOMP,3.0,1.694915254237288,354
2000.0,ASKCOMP,4.0,2.5423728813559325,354
2000.0,ASKCRIME,1.0,90.73033707865169,356
2000.0,ASKCRIME,2.0,7.584269662921349,356
2000.0,ASKCRIME,3.0,1.6853932584269662,356
2000.0,ASKDRINK,1.0,70.50561797752809,356
